NOC,Event,Gam_Med_Bro,Gam_Med_Sil,Gam_Med_Gol,Gam_Med_Non
NOR,Skeleton Men's Skeleton,0,0,0,1
HKG,"Shooting Mixed Free Pistol, 50 metres",0,0,0,1
PLW,Weightlifting Women's Light-Heavyweight,0,0,0,1
NED,Cycling Men's Points Race,0,2,0,5
BEL,"Speed Skating Women's 1,500 metres",0,0,0,2
BEL,"Speed Skating Women's 3,000 metres",0,0,0,2
SRI,Athletics Men's Triple Jump,0,0,0,1
TCH,Rowing Women's Coxless Pairs,0,0,0,2
GRE,Trampolining Men's Individual,0,0,0,1
SMR,Swimming Men's 50 metres Freestyle,0,0,0,4
HUN,Gymnastics Men's Tumbling,0,0,0,1
MLT,Alpine Skiing Women's Giant Slalom,0,0,0,1
MLT,Alpine Skiing Women's Slalom,0,0,0,1
ITA,Art Competitions Mixed Painting,0,0,1,0
LUX,Athletics Men's Shot Put,0,0,0,2
LUX,Athletics Men's Discus Throw,0,0,0,2
NZL,"Wrestling Men's Bantamweight, Greco-Roman",0,0,0,1
SMR,"Shooting Mixed Small-Bore Rifle, Prone, 50 metres",0,0,0,3
SMR,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",0,0,0,2
SMR,Sailing Men's Windsurfer,0,0,0,1
FIN,Judo Men's Half-Heavyweight,0,0,0,1
NED,Shooting Men's Unknown Event,0,0,0,1
MEX,"Shooting Women's Air Rifle, 10 metres",0,0,0,2
IRL,Athletics Women's Pole Vault,0,0,0,2
CRC,Athletics Women's Marathon,0,0,0,3
DOM,Gymnastics Women's Floor Exercise,0,0,0,1
DOM,Gymnastics Women's Horse Vault,0,0,0,1
BOL,Swimming Women's 200 metres Freestyle,0,0,0,1
BOH,"Athletics Men's 10,000 metres",0,0,0,1
GBR,Cycling Women's 500 metres Time Trial,0,0,0,1
GBR,Cycling Women's Team Sprint,0,0,0,2
PNG,Swimming Women's 100 metres Breaststroke,0,0,0,1
UKR,Snowboarding Men's Parallel Giant Slalom,0,0,0,2
UKR,Snowboarding Men's Parallel Slalom,0,0,0,1
BRA,Cross Country Skiing Men's 50 kilometres,0,0,0,1
CAN,"Art Competitions Mixed Music, Vocals",0,0,0,3
NRU,Weightlifting Women's Super-Heavyweight,0,0,0,2
NZL,Sailing Men's Two Person Keelboat,0,0,0,4
COK,Weightlifting Men's Super-Heavyweight,0,0,0,1
GBR,Weightlifting Women's Light-Heavyweight,0,0,0,2
GBR,Weightlifting Men's Super-Heavyweight,0,0,0,2
ECU,Boxing Men's Super-Heavyweight,0,0,0,1
POR,Beach Volleyball Women's Beach Volleyball,0,0,0,2
QAT,Beach Volleyball Men's Beach Volleyball,0,0,0,2
POR,Freestyle Skiing Women's Aerials,0,0,0,1
VEN,Tennis Men's Singles,0,0,0,2
POR,"Canoeing Men's Canadian Singles, 500 metres",0,0,0,1
POR,"Canoeing Men's Canadian Singles, 1,000 metres",0,0,0,1
SRI,Athletics Men's 110 metres Hurdles,0,0,0,1
ITA,"Speed Skating Women's 1,000 metres",0,0,0,5
CUB,Sailing Women's Windsurfer,0,0,0,1
ARG,"Fencing Women's Sabre, Individual",0,0,0,2
VEN,Swimming Women's 100 metres Breaststroke,0,0,0,1
VEN,Swimming Women's 200 metres Breaststroke,0,0,0,1
URU,"Swimming Men's 1,500 metres Freestyle",0,0,0,3
DOM,Swimming Men's 100 metres Freestyle,0,0,0,1
ESP,Weightlifting Women's Middleweight,0,0,0,1
CUB,Synchronized Swimming Women's Duet,0,0,0,2
VEN,Table Tennis Women's Doubles,0,0,0,4
PUR,Judo Women's Middleweight,0,0,0,1
COL,Weightlifting Women's Middleweight,0,0,0,2
VEN,Swimming Women's 10 kilometres Open Water,0,0,0,3
PHI,Diving Women's Springboard,0,0,0,2
CUB,"Shooting Women's Air Pistol, 10 metres",0,0,0,4
CUB,"Shooting Women's Sporting Pistol, 25 metres",0,0,0,4
ARG,Cycling Men's Omnium,0,0,0,1
IOA,Athletics Men's Shot Put,0,0,0,1
SCG,Athletics Men's Shot Put,0,0,0,3
CRO,Athletics Women's 400 metres,0,0,0,1
ROU,Athletics Women's Hammer Throw,0,0,0,2
ESP,Weightlifting Women's Flyweight,0,0,0,1
CRO,Athletics Women's 800 metres,0,0,0,1
EUN,Athletics Men's 50 kilometres Walk,0,0,1,2
INA,"Fencing Women's Sabre, Individual",0,0,0,1
YUG,Athletics Men's 200 metres,0,0,0,2
FRA,Cross Country Skiing Women's 5/5 kilometres Pursuit,0,0,0,3
RSA,"Canoeing Men's Kayak Singles, 1,000 metres",0,0,0,4
SLO,Swimming Women's 10 kilometres Open Water,0,0,0,2
KAZ,Alpine Skiing Women's Slalom,0,0,0,2
SWE,"Cycling Men's 1,000 metres Time Trial",0,0,0,2
MNE,Athletics Women's Marathon,0,0,0,2
AUT,"Athletics Men's 10,000 metres",0,0,0,3
SCG,Athletics Men's 400 metres Hurdles,0,0,0,1
CRO,Weightlifting Men's Featherweight,0,0,1,0
CRO,Weightlifting Men's Lightweight,1,0,0,0
PER,Sailing Men's One Person Dinghy,0,0,0,1
MKD,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",0,0,0,2
SVK,"Shooting Women's Air Rifle, 10 metres",0,0,0,2
SVK,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",0,0,0,2
TKM,Athletics Women's Long Jump,0,0,0,1
UKR,Cross Country Skiing Women's 5/5 kilometres Pursuit,0,0,0,4
EUN,Boxing Men's Welterweight,0,0,0,1
NRU,Weightlifting Men's Lightweight,0,0,0,1
YUG,"Shooting Mixed Rapid-Fire Pistol, 25 metres",0,0,0,2
RSA,"Equestrianism Mixed Three-Day Event, Individual",0,0,0,2
LUX,Cross Country Skiing Men's Sprint,0,0,0,1
COK,Weightlifting Women's Super-Heavyweight,0,0,0,2
ANT,Athletics Men's Triple Jump,0,0,0,1
DEN,Boxing Men's Light-Welterweight,0,0,0,4
DEN,Athletics Men's Javelin Throw,0,0,0,1
ARM,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",0,0,0,2
FRA,"Archery Men's Au Chapelet, 33 metres",1,1,0,0
FRA,"Archery Men's Au Cordon Dore, 33 metres",1,1,0,0
BEL,Athletics Women's Discus Throw,0,0,0,3
LTU,"Athletics Men's 5,000 metres",0,0,0,1
KGZ,Swimming Men's 100 metres Breaststroke,0,0,0,3
EUN,Figure Skating Men's Singles,0,0,1,2
YUG,Swimming Men's 200 metres Freestyle,0,0,0,4
YUG,Swimming Women's 200 metres Individual Medley,0,0,0,1
YUG,Swimming Women's 400 metres Individual Medley,0,0,0,1
CYP,Swimming Men's 100 metres Butterfly,0,0,0,1
TCH,Judo Men's Extra-Lightweight,0,0,0,3
AUT,"Shooting Men's Rapid-Fire Pistol, 25 metres",0,0,0,2
GRE,"Cycling Men's 5,000 metres",0,0,0,1
UZB,Athletics Men's Marathon,0,0,0,1
UZB,"Fencing Women's epee, Individual",0,0,0,1
EST,Swimming Women's 800 metres Freestyle,0,0,0,1
BUL,Boxing Women's Flyweight,0,0,0,2
EUN,Judo Women's Half-Middleweight,1,0,0,0
SRB,Biathlon Men's 10 kilometres Sprint,0,0,0,2
SRB,Biathlon Men's 20 kilometres,0,0,0,2
SRB,Cross Country Skiing Men's Sprint,0,0,0,2
SRB,Cross Country Skiing Men's 50 kilometres,0,0,0,1
BUL,Judo Men's Heavyweight,0,1,0,3
LTU,Swimming Women's 200 metres Freestyle,0,0,0,1
CAN,"Wrestling Men's Light-Flyweight, Freestyle",0,0,0,3
NOR,Golf Women's Individual,0,0,0,2
SWE,"Cycling Men's Individual Pursuit, 4,000 metres",0,0,0,1
ISL,Athletics Men's Hammer Throw,0,0,0,1
ISL,"Wrestling Men's Middleweight B, Greco-Roman",0,0,0,1
AZE,Triathlon Men's Olympic Distance,0,0,0,1
GUM,Swimming Women's 200 metres Breaststroke,0,0,0,1
NZL,"Athletics Women's 3,000 metres",0,0,0,2
VIE,Gymnastics Men's Parallel Bars,0,0,0,2
VIE,Gymnastics Men's Rings,0,0,0,1
VIE,Swimming Men's 200 metres Backstroke,0,0,0,2
VIE,"Wrestling Men's Bantamweight, Freestyle",0,0,0,1
THA,Weightlifting Women's Light-Heavyweight,0,0,0,2
THA,Athletics Women's Long Jump,0,0,0,1
VIE,"Wrestling Men's Featherweight, Freestyle",0,0,0,1
IVB,Swimming Women's 50 metres Freestyle,0,0,0,1
GRN,Boxing Men's Lightweight,0,0,0,1
TTO,Cycling Men's Keirin,0,0,0,1
JAM,Swimming Men's 200 metres Individual Medley,0,0,0,1
JAM,Swimming Men's 400 metres Individual Medley,0,0,0,1
BAR,Weightlifting Men's Bantamweight,0,0,0,2
PAN,Weightlifting Men's Heavyweight,0,0,0,1
CAY,"Cycling Women's Road Race, Individual",0,0,0,1
BIZ,"Shooting Mixed Free Pistol, 50 metres",0,0,0,2
FIJ,Sailing Men's Windsurfer,0,0,0,4
FIJ,Sailing Mixed Windsurfer,0,0,0,1
IND,"Wrestling Women's Flyweight, Freestyle",0,0,0,1
MYA,"Canoeing Men's Kayak Singles, 500 metres",0,0,0,1
MYA,"Canoeing Men's Kayak Singles, 1,000 metres",0,0,0,1
LAO,Boxing Men's Light-Flyweight,0,0,0,2
CAM,Athletics Men's 100 metres,0,0,0,2
LAO,"Cycling Men's Road Race, Individual",0,0,0,1
THA,Swimming Men's 100 metres Backstroke,0,0,0,2
THA,Swimming Men's 200 metres Backstroke,0,0,0,2
THA,Swimming Women's 100 metres Breaststroke,0,0,0,1
THA,Swimming Women's 200 metres Breaststroke,0,0,0,1
SVK,Gymnastics Men's Parallel Bars,0,0,0,1
SVK,Gymnastics Men's Horizontal Bar,0,0,0,1
URU,Swimming Men's 200 metres Individual Medley,0,0,0,1
THA,Diving Men's Platform,0,0,0,2
CZE,Athletics Women's Marathon,0,0,0,3
FIJ,Swimming Women's 200 metres Backstroke,0,0,0,1
NZL,"Fencing Men's Foil, Individual",0,0,0,1
NZL,"Fencing Men's Sabre, Individual",0,0,0,1
INA,Judo Men's Half-Heavyweight,0,0,0,1
POL,Weightlifting Women's Light-Heavyweight,0,0,0,2
ECU,"Athletics Men's 1,500 metres",0,0,0,1
RSA,"Wrestling Men's Lightweight, Freestyle",0,0,0,3
FIN,Cross Country Skiing Women's 5/5 kilometres Pursuit,0,0,0,4
HAI,Athletics Women's 200 metres,0,0,0,1
FIN,Cross Country Skiing Men's 10/10 kilometres Pursuit,0,0,0,2
SUR,Swimming Men's 100 metres Breaststroke,0,0,0,1
CUB,Judo Men's Extra-Lightweight,1,1,0,2
FIN,Swimming Women's 200 metres Butterfly,0,0,0,2
RUS,"Wrestling Men's Middleweight B, Greco-Roman",0,0,0,1
EST,Nordic Combined Men's Sprint,0,0,0,3
AUS,"Wrestling Men's Super-Heavyweight, Freestyle",0,0,0,1
POL,Cycling Women's Omnium,0,0,0,2
ALB,"Shooting Mixed Free Pistol, 50 metres",0,0,0,2
EUN,Rowing Men's Coxless Pairs,0,0,0,2
BRA,"Shooting Men's Air Rifle, 10 metres",0,0,0,1
BER,Sailing Men's One Person Dinghy,0,0,0,1
MEX,Weightlifting Men's Middleweight,0,0,0,3
ARU,Taekwondo Women's Flyweight,0,0,0,1
DOM,Judo Women's Middleweight,0,0,0,1
GRE,Luge Men's Singles,0,0,0,2
BAH,Boxing Men's Light-Heavyweight,0,0,0,1
GUA,"Wrestling Men's Flyweight, Freestyle",0,0,0,3
VEN,Athletics Women's Marathon,0,0,0,2
ESP,Shooting Men's Double Trap,0,0,0,1
URU,Athletics Men's Hammer Throw,0,0,0,1
STP,Athletics Men's 110 metres Hurdles,0,0,0,1
PNG,Swimming Men's 100 metres Freestyle,0,0,0,2
PNG,Swimming Men's 100 metres Backstroke,0,0,0,1
PNG,Swimming Men's 100 metres Butterfly,0,0,0,4
PNG,Swimming Men's 200 metres Freestyle,0,0,0,1
THA,Judo Women's Lightweight,0,0,0,1
ANG,Swimming Men's 400 metres Individual Medley,0,0,0,2
BEL,Short Track Speed Skating Women's 500 metres,0,0,0,3
BEL,"Short Track Speed Skating Women's 1,000 metres",0,0,0,2
VEN,Swimming Women's 800 metres Freestyle,0,0,0,3
PAR,Boxing Men's Flyweight,0,0,0,2
COL,Swimming Men's 200 metres Individual Medley,0,0,0,3
RSA,Judo Men's Middleweight,0,0,0,2
TKM,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",0,0,0,3
TKM,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",0,0,0,1
STP,Athletics Women's 100 metres,0,0,0,1
HON,Swimming Men's 400 metres Individual Medley,0,0,0,1
DOM,Weightlifting Women's Flyweight,0,0,0,2
URS,"Canoeing Men's Kayak Singles, 10,000 metres",0,0,0,2
LES,Athletics Women's 800 metres,0,0,0,2
LES,"Athletics Women's 1,500 metres",0,0,0,1
EGY,Athletics Men's 5 mile,0,0,0,1
COK,Boxing Men's Featherweight,0,0,0,1
AUT,Weightlifting Men's Bantamweight,0,0,0,3
SMR,Swimming Men's 100 metres Backstroke,0,0,0,1
SMR,Swimming Men's 100 metres Breaststroke,0,0,0,3
SMR,Swimming Men's 200 metres Individual Medley,0,0,0,1
POL,Athletics Women's Pole Vault,1,0,0,7
CZE,Boxing Men's Middleweight,0,0,0,1
MDA,"Canoeing Men's Canadian Singles, 500 metres",0,0,0,1
BIH,Cross Country Skiing Men's 15 kilometres,0,0,0,2
BIH,Cross Country Skiing Men's Sprint,0,0,0,1
BIH,Cross Country Skiing Men's 50 kilometres,0,0,0,1
FRA,"Shooting Men's Running Target, Single And Double Shot",0,0,0,2
PUR,Athletics Women's Pole Vault,0,0,0,1
LAT,Beach Volleyball Men's Beach Volleyball,2,0,0,6
LUX,Athletics Men's High Jump,0,0,0,2
RUS,"Equestrianism Men's Jumping, Individual",0,0,0,6
RUS,"Equestrianism Men's Jumping, Team",0,0,0,4
GBR,"Fencing Men's Foil, Masters, Individual",0,0,0,1
MDA,"Cycling Men's Individual Pursuit, 4,000 metres",0,0,0,1
ROU,Biathlon Women's 10 kilometres Pursuit,0,0,0,7
AUT,Snowboarding Men's Halfpipe,0,0,0,1
SUI,Rowing Women's Lightweight Double Sculls,0,0,0,2
NED,Athletics Women's Pole Vault,0,0,0,1
FRA,"Art Competitions Mixed Literature, Dramatic Works",0,0,0,1
CHI,Weightlifting Women's Heavyweight,0,0,0,3
SLO,Luge Men's Singles,0,0,0,2
CZE,"Shooting Men's Rapid-Fire Pistol, 25 metres",0,0,0,4
EUN,"Athletics Women's 1,500 metres",0,1,0,2
AUT,Swimming Men's 200 metres Backstroke,0,2,0,7
KAZ,"Canoeing Women's Kayak Doubles, 500 metres",0,0,0,4
BEN,Tennis Men's Singles,0,0,0,1
KGZ,Athletics Men's 400 metres Hurdles,0,0,0,1
GEO,"Wrestling Men's Lightweight, Freestyle",0,0,0,3
BLR,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",0,0,0,4
SLO,Badminton Women's Singles,0,0,0,3
BOH,Athletics Men's Triple Jump,0,0,0,1
CYP,Athletics Men's 400 metres Hurdles,0,0,0,1
CZE,Boxing Men's Light-Middleweight,0,0,0,1
SLO,Judo Women's Heavyweight,1,0,0,2
EST,Swimming Women's 400 metres Individual Medley,0,0,0,1
LTU,Cycling Women's Individual Time Trial,0,0,0,7
YUG,"Shooting Women's Air Pistol, 10 metres",0,0,1,1
YUG,"Shooting Women's Sporting Pistol, 25 metres",1,0,0,1
IOA,"Shooting Women's Air Pistol, 10 metres",0,1,0,1
CRC,Swimming Women's 200 metres Backstroke,0,0,0,1
ISR,Judo Men's Half-Lightweight,0,0,0,3
SUI,Athletics Women's 20 kilometres Walk,0,0,0,1
ITA,"Wrestling Men's Light-Flyweight, Freestyle",0,0,1,1
CZE,Weightlifting Men's Heavyweight I,0,0,0,1
EUN,Speed Skating Women's 500 metres,0,0,0,4
UZB,Athletics Men's Discus Throw,0,0,0,2
BUL,"Shooting Men's Air Rifle, 10 metres",0,0,0,4
UZB,Swimming Men's 400 metres Individual Medley,0,0,0,1
KGZ,Swimming Women's 100 metres Freestyle,0,0,0,2
GRE,"Ski Jumping Men's Normal Hill, Individual",0,0,0,1
GRE,"Ski Jumping Men's Large Hill, Individual",0,0,0,1
EUN,Athletics Men's Javelin Throw,0,0,0,3
NEP,Boxing Men's Featherweight,0,0,0,2
POR,Archery Men's Individual,0,0,0,6
HON,Athletics Men's 400 metres Hurdles,0,0,0,1
SLO,"Canoeing Women's Kayak Singles, 500 metres",0,0,0,3
SLO,"Canoeing Women's Kayak Singles, 200 metres",0,0,0,2
ECU,Cycling Men's Sprint,0,0,0,1
ARU,Swimming Women's 50 metres Freestyle,0,0,0,3
FRA,Sailing Men's Two Person Keelboat,2,0,0,4
ROU,Athletics Women's Pentathlon,0,0,0,2
IOA,Cycling Men's Points Race,0,0,0,1
LTU,Rowing Women's Single Sculls,0,0,0,4
LTU,Rowing Women's Double Sculls,4,0,0,0
BLR,Athletics Women's 100 metres Hurdles,0,0,0,6
UZB,"Canoeing Men's Kayak Singles, 500 metres",0,0,0,3
URS,Weightlifting Men's Heavyweight II,0,0,2,1
EUN,Swimming Men's 50 metres Freestyle,0,0,1,1
EUN,Swimming Men's 100 metres Freestyle,0,0,1,1
MDA,Weightlifting Men's Featherweight,0,0,0,2
RUS,Weightlifting Women's Middleweight,0,2,0,1
IOA,Athletics Men's 800 metres,0,0,0,1
MKD,Swimming Women's 100 metres Freestyle,0,0,0,1
GER,"Wrestling Men's Super-Heavyweight, Greco-Roman",0,0,0,2
ECU,Boxing Men's Featherweight,0,0,0,1
URU,Shooting Mixed Trap,0,0,0,1
ANT,Sailing Women's One Person Dinghy,0,0,0,1
POR,"Canoeing Women's Kayak Singles, 500 metres",0,0,0,3
ESP,"Canoeing Women's Kayak Singles, 500 metres",0,0,0,4
ESP,"Canoeing Women's Kayak Singles, 200 metres",0,0,0,2
GRE,"Cycling Men's Individual Pursuit, 4,000 metres",0,0,0,1
GRE,Cycling Men's Points Race,0,0,0,1
BRA,Shooting Men's Skeet,0,0,0,1
MLT,Archery Men's Individual,0,0,0,1
MLT,Athletics Men's 200 metres,0,0,0,1
NCA,"Athletics Women's 5,000 metres",0,0,0,1
IND,Swimming Men's 100 metres Butterfly,0,0,0,1
MDA,Swimming Men's 200 metres Breaststroke,0,0,0,2
PER,Judo Men's Extra-Lightweight,0,0,0,2
NED,Sailing Men's One Person Heavyweight Dinghy,0,0,0,2
URS,Alpine Skiing Women's Combined,0,0,0,1
URS,"Canoeing Men's Canadian Singles, 500 metres",0,1,2,0
UKR,Diving Women's Synchronized Platform,0,0,0,2
FIN,Boxing Women's Lightweight,1,0,0,0
ANT,Athletics Women's 4 x 100 metres Relay,0,0,0,4
CAN,"Canoeing Men's Folding Kayak Doubles, 10 kilometres",0,0,0,2
BEL,Athletics Men's Shot Put,0,0,0,5
CAM,Swimming Men's 100 metres Freestyle,0,0,0,2
GRE,"Wrestling Women's Lightweight, Freestyle",0,0,0,2
DEN,Swimming Women's 400 metres Individual Medley,0,0,0,6
DEN,Taekwondo Women's Flyweight,0,0,0,1
NEP,Weightlifting Men's Featherweight,0,0,0,1
NEP,Judo Men's Half-Lightweight,0,0,0,1
MEX,Cycling Men's Omnium,0,0,0,1
NED,Alpine Skiing Women's Giant Slalom,0,0,0,1
IND,Diving Men's Springboard,0,0,0,1
FIJ,"Athletics Men's 10,000 metres",0,0,0,3
FIJ,Athletics Men's Marathon,0,0,0,2
SGP,Athletics Women's 100 metres Hurdles,0,0,0,1
IND,Boxing Men's Light-Flyweight,0,0,0,5
FRG,Boxing Men's Featherweight,0,0,0,3
BIH,Taekwondo Men's Heavyweight,0,0,0,1
TGA,Swimming Women's 50 metres Freestyle,0,0,0,1
FRG,Athletics Women's Marathon,0,0,0,3
SMR,Athletics Women's 100 metres,0,0,0,1
GDR,Sailing Women's Two Person Dinghy,0,0,0,2
GRE,"Wrestling Women's Featherweight, Freestyle",0,0,0,1
SLO,Athletics Men's High Jump,0,0,0,3
LAT,Skeleton Women's Skeleton,0,0,0,1
GER,Cycling Women's BMX,0,0,0,1
FRA,"Wrestling Women's Heavyweight, Freestyle",0,0,0,3
URS,Swimming Men's 50 metres Freestyle,1,0,0,1
KAZ,Swimming Women's 100 metres Backstroke,0,0,0,4
SLO,Athletics Men's Discus Throw,0,0,0,2
LAT,Gymnastics Women's Individual All-Around,0,0,0,1
LAT,Gymnastics Women's Floor Exercise,0,0,0,1
LAT,Gymnastics Women's Horse Vault,0,0,0,1
LAT,Gymnastics Women's Uneven Bars,0,0,0,1
LAT,Gymnastics Women's Balance Beam,0,0,0,1
MDA,Weightlifting Women's Heavyweight,0,0,0,1
NZL,Boxing Women's Lightweight,0,0,0,1
IND,Athletics Men's 60 metres,0,0,0,1
IND,Athletics Men's 200 metres Hurdles,0,1,0,0
BLR,Athletics Women's Triple Jump,0,0,0,6
UKR,"Speed Skating Men's 5,000 metres",0,0,0,2
ALB,"Wrestling Men's Lightweight, Freestyle",0,0,0,2
FIJ,Swimming Men's 100 metres Backstroke,0,0,0,2
FIJ,Swimming Men's 200 metres Backstroke,0,0,0,1
FIJ,Swimming Men's 100 metres Butterfly,0,0,0,3
FIJ,Swimming Men's 200 metres Individual Medley,0,0,0,3
GDR,"Wrestling Men's Lightweight, Freestyle",0,0,0,3
SVK,Cross Country Skiing Women's 15 km Skiathlon,0,0,0,1
TCH,Weightlifting Men's Bantamweight,0,0,0,2
KAZ,"Speed Skating Women's 5,000 metres",1,0,0,2
SVK,Trampolining Women's Individual,0,0,0,1
TCH,"Shooting Men's Free Rifle, Three Positions, 300 metres",0,0,0,3
CZE,Cycling Men's BMX,0,0,0,1
HUN,"Shooting Men's Free Rifle, Prone, 600 metres",0,0,0,3
HUN,"Shooting Men's Free Rifle, 400, 600 and 800 metres, Team",0,0,0,3
PAR,Swimming Men's 100 metres Backstroke,0,0,0,1
PAR,Swimming Men's 200 metres Backstroke,0,0,0,1
PAR,Swimming Women's 50 metres Freestyle,0,0,0,1
BEL,"Athletics Men's Cross-Country, Individual",0,0,0,6
BEL,"Athletics Men's Cross-Country, Team",0,0,0,6
KGZ,Judo Women's Half-Heavyweight,0,0,0,1
GUY,Athletics Men's Marathon,0,0,0,1
BOL,Swimming Men's 100 metres Backstroke,0,0,0,1
BOL,Swimming Men's 50 metres Freestyle,0,0,0,2
RUS,Snowboarding Women's Halfpipe,0,0,0,2
KGZ,Swimming Men's 100 metres Backstroke,0,0,0,2
GRE,Archery Women's Individual,0,0,0,8
GRE,Archery Women's Team,0,0,0,3
GRE,"Wrestling Women's Flyweight, Freestyle",0,0,0,1
SVK,Nordic Combined Men's Sprint,0,0,0,1
CRO,"Equestrianism Mixed Three-Day Event, Individual",0,0,0,1
USA,Freestyle Skiing Men's Ski Cross,0,0,0,3
URU,Athletics Women's Javelin Throw,0,0,0,1
COL,Cycling Men's Keirin,0,0,0,2
YUG,Sailing Men's Windsurfer,0,0,0,1
LAT,"Short Track Speed Skating Men's 1,500 metres",0,0,0,2
BOH,"Athletics Men's 1,500 metres",0,0,0,1
CUB,Shooting Men's Skeet,1,0,0,8
BUL,Boxing Men's Super-Heavyweight,1,0,0,3
GDR,"Wrestling Men's Bantamweight, Greco-Roman",0,0,0,2
AUT,"Athletics Women's 5,000 metres",0,0,0,2
THA,Judo Men's Middleweight,0,0,0,2
ASA,"Wrestling Men's Light-Heavyweight, Freestyle",0,0,0,1
MGL,Judo Women's Half-Heavyweight,0,0,0,4
MGL,Taekwondo Men's Featherweight,0,0,0,1
IND,Swimming Women's 50 metres Freestyle,0,0,0,2
SVK,Athletics Women's 400 metres,0,0,0,1
INA,Taekwondo Women's Flyweight,0,0,0,2
FIN,Biathlon Men's 15 kilometres Mass Start,0,0,0,1
EST,Sailing Women's Windsurfer,0,0,0,2
GRE,"Fencing Men's Foil, Masters, Individual",0,0,1,0
EUN,Swimming Men's 200 metres Freestyle,0,0,1,1
AZE,"Wrestling Men's Light-Heavyweight, Greco-Roman",0,0,0,3
AZE,"Wrestling Men's Heavyweight, Greco-Roman",0,0,0,1
PAK,Boxing Men's Light-Flyweight,0,0,0,1
GEO,Diving Women's Springboard,0,0,0,1
ALB,Athletics Women's Heptathlon,0,0,0,1
ALB,Weightlifting Men's Middleweight,0,0,0,4
DOM,Table Tennis Women's Team,0,0,0,3
CHN,Cross Country Skiing Men's 10 kilometres,0,0,0,3
GER,Boxing Men's Light-Flyweight,1,0,0,0
RSA,Figure Skating Men's Singles,0,0,0,1
GHA,Athletics Men's 400 metres Hurdles,0,0,0,1
GDR,Judo Men's Half-Lightweight,0,0,0,2
GER,Judo Men's Half-Lightweight,1,0,1,1
FRA,"Archery Men's Target Archery, 28 metres, Individual",0,1,0,0
GUA,"Athletics Men's 10,000 metres",0,0,0,2
ECU,Athletics Men's Triple Jump,0,0,0,2
COL,Triathlon Men's Olympic Distance,0,0,0,1
AUS,"Art Competitions Mixed Painting, Unknown Event",0,0,0,2
PUR,Athletics Women's 100 metres Hurdles,0,0,0,1
PER,Boxing Men's Middleweight,0,0,0,1
ECU,Athletics Men's 110 metres Hurdles,0,0,0,1
GUA,Judo Men's Half-Lightweight,0,0,0,1
ESP,Shooting Women's Double Trap,0,0,0,3
COL,Sailing Men's One Person Dinghy,0,0,0,1
DEN,Rowing Men's Lightweight Double Sculls,2,0,2,4
PHI,Shooting Mixed Skeet,0,0,0,2
TJK,Boxing Men's Light-Heavyweight,0,0,0,2
ISR,Diving Men's Springboard,0,0,0,2
ISR,Diving Men's Platform,0,0,0,1
MAD,Judo Men's Half-Lightweight,0,0,0,1
LIB,Athletics Men's High Jump,0,0,0,2
IRI,"Athletics Men's 10,000 metres",0,0,0,2
MAD,Athletics Men's Triple Jump,0,0,0,2
MAD,Boxing Men's Light-Flyweight,0,0,0,3
MAD,Athletics Men's 4 x 100 metres Relay,0,0,0,4
MAD,Judo Men's Lightweight,0,0,0,2
MAD,Swimming Women's 100 metres Freestyle,0,0,0,3
KAZ,Swimming Men's 400 metres Freestyle,0,0,0,1
KAZ,Swimming Men's 200 metres Backstroke,0,0,0,2
BUL,Luge Women's Singles,0,0,0,2
EUN,Figure Skating Women's Singles,0,0,0,2
LTU,Shooting Men's Skeet,0,0,0,1
CRO,Cross Country Skiing Men's 10 kilometres,0,0,0,4
CRO,Cross Country Skiing Men's 10/15 kilometres Pursuit,0,0,0,3
IOA,"Wrestling Men's Super-Heavyweight, Greco-Roman",0,0,0,1
SCG,Swimming Women's 100 metres Freestyle,0,0,0,1
BUL,Cycling Women's Sprint,0,0,0,1
HUN,Cycling Men's BMX,0,0,0,1
BUL,Rowing Men's Single Sculls,1,0,0,3
NZL,Swimming Men's 10 kilometres Open Water,0,0,0,1
MGL,Weightlifting Men's Lightweight,0,0,0,1
SCG,"Athletics Men's 1,500 metres",0,0,0,1
YUG,Swimming Men's 200 metres Butterfly,0,0,0,2
SCG,Judo Men's Half-Middleweight,0,0,0,1
UZB,Taekwondo Men's Welterweight,0,0,0,1
ARM,Freestyle Skiing Men's Moguls,0,0,0,1
MRI,Athletics Women's 20 kilometres Walk,0,0,0,1
SEY,Boxing Men's Light-Heavyweight,0,0,0,2
EGY,Sailing Men's One Person Dinghy,0,0,0,1
FIJ,"Cycling Women's Road Race, Individual",0,0,0,1
EGY,"Wrestling Men's Light-Flyweight, Greco-Roman",0,0,0,1
INA,Taekwondo Men's Flyweight,0,0,0,1
TUN,Boxing Women's Flyweight,0,0,0,1
MAD,Athletics Women's 4 x 100 metres Relay,0,0,0,8
SRI,Swimming Women's 100 metres Backstroke,0,0,0,1
MAD,Athletics Women's 800 metres,0,0,0,1
MAD,"Athletics Women's 1,500 metres",0,0,0,2
AFG,Athletics Men's Shot Put,0,0,0,1
